Player	Tm	PTS	Age	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF
Larry Nance Jr.	NOP	6.3	0.9044866785376325	-0.7096091847637908	-0.6590515666353798	0.07763558719808661	-0.19937764573469485	-0.41296499186973734	0.9763702034531551	-0.6451313382398463	-0.6840559554091215	-0.04866988636108058	0.04847640916224962	-0.1889699131333036	1.0013353691688733	0.7027472207139313	-0.17798165084296821	-0.09005938917404124	0.234184090052229	3.244356867912087	0.8088917866730224	1.6278054826776298	-0.003982218649996827	-0.07687600600119188	-0.8306405458221718	0.8725498131407604	0.6084489192101765
Andrew Nembhard	IND	14.9	-0.6351963265184739	1.6717330975195213	2.2648869692420734	0.9438044935375479	0.9609475808021068	0.6259711816511889	0.8249307165228567	0.8103005061626982	0.32135595707406533	1.0706926015246216	0.855787814665862	0.6795008440310969	0.5949752996455613	0.8077367144187894	-0.06915858432755337	-0.09005938917404124	0.5141583653102009	-0.03215266362725513	-0.06206591067554	-0.05634832361231787	1.8507946796250514	-0.27750363141893697	-0.3970866999540138	0.4541169615729783	1.4753468467133577
Aaron Nesmith	IND	10.5	-0.6351963265184739	1.6717330975195213	2.2648869692420734	0.9662054135290855	0.16529599689115715	0.23637011658084175	0.13804447223185787	0.39446283633339985	0.7637371985666674	0.08584577741917561	0.04847640916224962	-0.12216447027450351	0.7289876629989941	0.19211650133121316	0.3661336817341062	0.23268933088029747	0.9258852406895715	0.2954982895266791	0.5040565926010255	0.4825808944004655	0.19653420278514358	0.12375161941655323	0.25324406884822315	0.4541169615729783	1.9954856032152666
Georges Niang	CLE	2.8	0.6845319635296173	0.38947186859773797	-0.6590515666353798	-0.5869250392175346	-0.7298120350086614	-0.4454317472922663	-1.0139773390593443	-0.6451313382398463	-0.1612417609178644	-0.6251655882764636	-0.6377382855158208	-0.5229971274273038	-0.550614258053138	-1.0248071757023678	-0.34121625061609057	-0.41280810922837985	0.8051120239116226	-0.5782375855504789	-0.75883206855439	-0.7636929222540958	-0.705789693672988	-0.27750363141893697	-0.3970866999540138	-0.2781405286706401	0.1749999554585861
Zeke Nnaji	DEN	1.7	-0.8551510415264891	-0.8927893603240455	-0.6590515666353798	-1.1394810656754668	-0.7961163336679072	-0.948666456341465	1.4036458987207845	-0.9570095906118199	-1.0862207204023961	-1.2497025986847954	-0.5973727152406402	-0.7011449750507704	0.8932608825935248	0.9365874566929333	-0.5588623836469203	-0.45891506923614256	-0.22420516453680356	-0.14136964801189997	-1.150763032361243	-0.9321083028830905	-0.9063061151081284	-1.0800141330899176	-0.18030977701993486	-0.2781405286706401	-1.1253469357961858
Jusuf Nurki?	PHO	7.8	0.4645772485216021	-0.7096091847637908	0.02893397121813859	0.4509842537237165	0.06583954890228835	-0.055830682221918886	0.5004175302436444	-0.9570095906118199	-0.8851383379057589	-1.2497025986847954	0.4521321119140558	0.4122790725958967	0.35288844971677974	0.13962175447878414	-0.014747051069845878	0.5093310909268733	-0.34772322715061466	2.6982719459888633	1.026631211010163	1.6278054826776298	0.49730883493785394	1.9294002481762595	2.4210132981890133	0.5587251744649239	1.9087958104649483
Royce O'Neale	PHO	5.0	0.6845319635296173	-0.7096091847637908	-0.3150587977086206	0.4509842537237165	-0.4314426910420552	-0.21816445933456363	-0.4839391348032982	0.602381671248049	0.7235207220673401	0.35007297413039284	-0.7588349963413626	-0.7011449750507704	-0.9094215534832968	-0.07512948264478889	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	0.5139322582959686	0.3734129379987412	0.44889781827466635	-0.40501506152027755	-0.4781312568366822	-0.8306405458221718	-0.48735695445453103	1.041897882961767
Chuma Okeke	ORL	3.0	-0.4152416115104587	-1.0759695358843002	-0.6590515666353798	-1.117080145683929	-0.6966598856790385	-0.8674995677851426	1.4036458987207845	-0.43721250332519696	-0.6840559554091215	1.1523628259626342	-0.6781038557910014	-0.8124873798154372	2.3328130437771732	1.7287809091932247	-0.4500393171315054	-0.5511289892516679	1.1482177533944313	-0.9058885387044131	-1.150763032361243	-1.167889835763683	-0.6556605883142029	-1.0800141330899176	-0.8306405458221718	-1.0103980189142585	-1.3854163140471403
Josh Okogie	PHO	3.5	-0.4152416115104587	-0.7096091847637908	-0.6590515666353798	-0.9453397590821391	-0.5972034376901697	-0.7376325460950268	0.8032965041042425	-0.6451313382398463	-0.7644889084077764	0.35007297413039284	-0.4762760044150984	-0.5898025702861037	0.8932608825935248	0.669341472716931	-0.2868047173583831	-0.09005938917404124	-0.22420516453680356	-0.9058885387044131	-0.7152841836869618	-0.8310590745056936	-0.6556605883142029	-0.07687600600119188	-0.8306405458221718	-0.48735695445453103	0.1749999554585861
Isaac Okoro	CLE	5.5	-0.8551510415264891	0.7558322197182475	0.5449231246082774	0.14483834717269986	-0.3319862430531864	-0.16946432620077023	-0.27300556372181056	-0.12533425095322312	0.08005709807810046	-0.01504097041601653	-0.35517929358955647	-0.2780438369450369	-0.01456480463940695	-0.23738597291593314	-0.395627783873798	-0.41280810922837985	0.5388619778329632	-0.4690206011658341	-0.5846405290846775	-0.561594465499302	-0.3548859561614924	0.7256344956697888	-0.18030977701993486	-0.06892410288674904	0.7818285047108129
